4048	Illusionist Faceless Mage
4049	Karbonala Warrior
4050	Rogue Doll
4051	Wattkid
4052	Griffore
4053	Torike
4054	Sangan
4055	Big Insect
4056	Basic Insect
4057	Armored Lizard
4058	Hercules Beetle
4059	Killer Needle
4060	Gokibore
4061	Giant Flea
4062	Larvae Moth
4063	Great Moth
4064	Kuriboh
4065	Mammoth Graveyard
4066	Great White
4067	Wolf
4068	Harpie Lady
4069	Harpie Lady Sisters
4070	Tiger Axe
4071	Silver Fang
4072	Kojikocy
4073	Perfectly Ultimate Great Moth
4074	Garoozis
4075	Thousand Dragon
4076	Fiend Kraken
4077	Jellyfish
4078	Cocoon of Evolution
4079	Kairyu-Shin
4080	Giant Soldier of Stone
4081	Man-Eating Plant
4082	Krokodilus
4083	Grappler
4084	Axe Raider
4085	Megazowler
4086	Uraby
4087	Crawling Dragon #2
4088	Red-Eyes B. Dragon
4089	Castle of Dark Illusions
4090	Reaper of the Cards
4091	King of Yamimakai
4092	Barox
4093	Dark Chimera
4094	Metal Guardian
4095	Catapult Turtle
4096	Gyakutenno Megami
4097	Mystic Horseman
4098	Rabid Horseman
4099	Zanki
4100	Crawling Dragon
4101	Crass Clown
4102	Armored Zombie
4103	Dragon Zombie
4104	Clown Zombie
4105	Pumpking the King of Ghosts
4106	Battle Warrior
4107	Wings of Wicked Flame
4108	Mask of Darkness
4109	Job-Change Mirror
4110	Curtain of the Dark Ones
4111	Tomozaurus
4112	Spirit of the Winds
4113	Kageningen
4114	Graveyard and the Hand of Invitation
4115	Goddess with the Third Eye
4116	Hero of the East
4117	Doma The Angel of Silence
4118	That Which Feeds on Life
4119	Dark Gray
4120	White Magical Hat
4121	Kamionwizard
4122	Nightmare Scorpion
4123	Spirit of the Books
4124	Supporter in the Shadows
4125	Trial of Nightmare
4126	Dream Clown
4127	Sleeping Lion
4128	Yamatano Dragon Scroll
4129	Dark Plant
4130	Ancient Tool
4131	Faith Bird
4132	Orion the Battle King
4133	Ansatsu
4134	LaMoon
4135	Nemuriko
4136	Weather Control
4137	Octoberser
4138	The 13th Grave
4139	Charubin the Fire Knight
4140	Mystical Capture Chain
4141	Fiend's Hand
4142	Witty Phantom
4143	Mystery Hand
4144	Dragon Statue
4145	Blue-Eyed Silver Zombie
4146	Toad Master
4147	Spiked Snail
4148	Flame Manipulator
4149	Necrolancer the Timelord
4150	Djinn the Watcher of the Wind
4151	The Bewitching Phantom Thief
4152	Temple of Skulls
4153	Monster Egg
4154	The Shadow Who Controls the Dark
4155	Lord of the Lamp
4156	Akihiron
4157	Rhaimundos of the Red Sword
4158	The Melting Red Shadow
4159	Dokuroizo the Grim Reaper
4160	Fire Reaper
4161	Larvas
4162	Hard Armor
4163	Firegrass
4164	Man Eater
4165	Dig Beak
4166	M-Warrior #1
4167	M-Warrior #2
4168	Tainted Wisdom
4169	Lisark
4170	Lord of Zemia
4171	The Judgement Hand
4172	Mysterious Puppeteer
4173	Ancient Jar
4174	Darkfire Dragon
4175	Dark King of the Abyss
4176	Spirit of the Harp
4177	Big Eye
4178	Armaill
4179	Dark Prisoner
4180	Hurricail
4181	Ancient Brain
4182	Fire Eye
4183	Monsturtle
4184	Claw Reacher
4185	Phantom Dewan
4186	Arlownay
4187	Dark Shade
4188	Masked Clown
4189	Lucky Trinket
4190	Genin
4191	Eyearmor
4192	Fiend Reflection #2
4193	Gate Deeg
4194	Synchar
4195	Fusionist
4196	Akakieisu
4197	LaLa Li-oon
4198	Key Mace
4199	Turtle Tiger
4200	Terra the Terrible
4201	Doron
4202	Arma Knight
4203	Mech Mole Zombie
4204	Happy Lover
4205	Penguin Knight
4206	Petit Dragon
4207	Frenzied Panda
4208	Archfiend Marmot of Nefariousness
4209	Phantom Ghost
4210	Mabarrel
4211	Dorover
4212	Twin Long Rods #1
4213	Droll Bird
4214	Petit Angel
4215	Winged Cleaver
4216	Hinotama Soul
4217	Thunder Kid
4218	Meotoko
4219	Aqua Madoor
4220	Kagemusha of the Blue Flame
4221	Flame Ghost
4222	Doriado
4223	B. Skull Dragon
4224	Two-Mouth Darkruler
4225	Solitude
4226	Masked Sorcerer
4227	Kumootoko
4228	Midnight Fiend
4229	Roaring Ocean Snake
4230	Trap Master
4231	Fiend Sword
4232	Skull Stalker
4233	Hitodenchak
4234	Wood Remains
4235	Hourglass of Life
4236	Rare Fish
4237	Wood Clown
4238	Madjinn Gunn
4239	Dark Titan of Terror
4240	Beautiful Headhuntress
4241	Wodan the Resident of the Forest
4242	Guardian of the Labyrinth
4243	Haniwa
4244	Yashinoki
4245	Vishwar Randi
4246	The Drdek
4247	Dark Assailant
4248	Candle of Fate
4249	Water Element
4250	Dissolverock
4251	Meda Bat
4252	One Who Hunts Souls
4253	Root Water
4254	Master & Expert
4255	Water Omotics
4256	Hyo
4257	Enchanting Mermaid
4258	Nekogal #1
4259	Fairywitch
4260	Embryonic Beast
4261	Prevent Rat
4262	D.D. Warrior
4263	Stone Armadiller
4264	Beastking of the Swamps
4265	Ancient Sorcerer
4266	Lunar Queen Elzaim
4267	Archfiend Mirror
4268	The Little Swordsman of Aile
4269	Rock Ogre Grotto #2
4270	Wing Egg Elf
4271	The Furious Sea King
4272	Princess of Tsurugi
4273	Unknown Warrior of Fiend
4274	Sectarian of Secrets
4275	Versago the Destroyer
4276	Wetha
4277	Megirus Light
4278	Mavelus
4279	Ancient Tree of Enlightenment
4280	Green Phantom King
4281	Ground Attacker Bugroth
4282	Ray & Temperature
4283	Gorgon Egg
4284	Petit Moth
4285	King Fog
4286	Protector of the Throne
4287	Mystic Clown
4288	Mystical Sheep #2
4289	Holograh
4290	Tao the Chanter
4291	Serpent Marauder
4292	Gatekeeper
4293	Ogre of the Black Shadow
4294	Dark Artist
4295	Change Slime
4296	Moon Envoy
4297	Fireyarou
4298	Psychic Kappa
4299	Masaki the Legendary Swordsman
4300	Dragoness the Wicked Knight
4301	Bio Plant
4302	One-Eyed Shield Dragon
4303	Cyber Soldier of Darkworld
4304	Wicked Dragon with the Ersatz Head
4305	Sonic Maid
4306	Kurama
4307	Legendary Sword
4308	Sword of Dark Destruction
4309	Dark Energy
4310	Axe of Despair
4311	Laser Cannon Armor
4312	Insect Armor with Laser Cannon
4313	Elf's Light
4314	Beast Fangs
4315	Steel Shell
4316	Vile Germs
4317	Black Pendant
4318	Silver Bow and Arrow
4319	Horn of Light
4320	Horn of the Unicorn
4321	Dragon Treasure
4322	Electro-Whip
4323	Cyber Shield
4324	Elegant Egotist
4325	Mystical Moon
4326	Stop Defense
4327	Malevolent Nuzzler
4328	Violet Crystal
4329	Book of Secret Arts
4330	Invigoration
4331	Machine Conversion Factory
4332	Raise Body Heat
4333	Follow Wind
4334	Power of Kaishin
4335	Dragon Capture Jar
4336	Forest
4337	Wasteland
4338	Mountain
4339	Sogen
4340	Umi
4341	Yami
4342	Dark Hole
4343	Raigeki
4344	Mooyan Curry
4345	Red Medicine
4346	Goblin's Secret Remedy
4347	Soul of the Pure
4348	Dian Keto the Cure Master
4349	Sparks
4350	Hinotama
4351	Final Flame
4352	Ookazi
4353	Tremendous Fire
4354	Swords of Revealing Light
4355	Spellbinding Circle
4356	Dark-Piercing Light
4357	Yaranzo
4358	Kanan the Swordmistress
4359	Takriminos
4360	Stuffed Animal
4361	Megasonic Eye
4362	Super War-Lion
4363	Yamadron
4364	Seiyaryu
4365	Three-Legged Zombies
4366	Zera the Mant
4367	Flying Penguin
4368	Millennium Shield
4369	Fairy's Gift
4370	Black Luster Soldier
4371	Fiend's Mirror
4372	Labyrinth Wall
4373	Jirai Gumo
4374	Shadow Ghoul
4375	Wall Shadow
4376	Labyrinth Tank
4377	Sanga of the Thunder
4378	Kazejin
4379	Suijin
4380	Gate Guardian
4381	Dungeon Worm
4382	Monster Tamer
4383	Ryu-Kishin Powered
4384	Swordstalker
4385	La Jinn the Mystical Genie of the Lamp
4386	Blue-Eyes Ultimate Dragon
4387	Toon Alligator
4388	Rude Kaiser
4389	Parrot Dragon
4390	Dark Rabbit
4391	Bickuribox
4392	Harpie's Pet Dragon
4393	Mystic Lamp
4394	Pendulum Machine
4395	Giltia the D. Knight
4396	Launcher Spider
4397	Zoa
4398	Metalzoa
4399	Zone Eater
4400	Steel Scorpion
4401	Dancing Elf
4402	Ocubeam
4403	Leghul
4404	Ooguchi
4405	Swordsman from a Distant Land
4406	Emperor of the Land and Sea
4407	Ushi Oni
4408	Monster Eye
4409	Leogun
4410	Tatsunootoshigo
4411	Sword Slasher
4412	Yaiba Robo
4413	Machine King
4414	Giant Mech-Soldier
4415	Metal Dragon
4416	Karakuri Spider
4417	Bat
4418	Giga-Tech Wolf
4419	Cyber Soldier
4420	Shovel Crusher
4421	Mechanicalchaser
4422	Blocker
4423	Blast Juggler
4424	Golgoil
4425	Giganto
4426	Cyber-Stein
4427	Cyber Commander
4428	Jinzo #7
4429	Dice Armadillo
4430	Sky Dragon
4431	Thunder Dragon
4432	Stone Dragon
4433	Kaiser Dragon
4434	Magician of Faith
4435	Goddess of Whim
4436	Water Magician
4437	Ice Water
4438	Waterdragon Fairy
4439	Ancient Elf
4440	Beautiful Beast Trainer
4441	Water Girl
4442	White Dolphin
4443	Deepsea Shark
4444	Metal Fish
4445	Bottom Dweller
4446	7 Colored Fish
4447	Mech Bass
4448	Aqua Dragon
4449	Sea King Dragon
4450	Turu-Purun
4451	Sentinel of the Seas
4452	Aqua Snake
4453	Giant Red Seasnake
4454	Spike Seadra
4455	30,000-Year White Turtle
4456	Kappa Avenger
4457	Kanikabuto
4458	Zarigun
4459	Millennium Golem
4460	Destroyer Golem
4461	Barrel Rock
4462	Minomushi Warrior
4463	Stone Ghost
4464	Kaminari Attack
4465	Tripwire Beast
4466	Bolt Escargot
4467	Bolt Penguin
4468	The Immortal of Thunder
4469	Electric Snake
4470	Wing Eagle
4471	Punished Eagle
4472	Skull Red Bird
4473	Crimson Sunbird
4474	Queen Bird
4475	Armed Ninja
4476	Magical Ghost
4477	Soul Hunter
4478	Air Eater
4479	Vermillion Sparrow
4480	Sea Kamen
4481	Sinister Serpent
4482	Ganigumo
4483	Alinsection
4484	Insect Soldiers of the Sky
4485	Cockroach Knight
4486	Kuwagata a
4487	Burglar
4488	Pragtical
4489	Garvas
4490	Ameba
4491	Korogashi
4492	Boo Koo
4493	Flower Wolf
4494	Rainbow Flower
4495	Barrel Lily
4496	Needle Ball
4497	Peacock
4498	Hoshiningen
4499	Maha Vailo
4500	Rainbow Marine Mermaid
4501	Musician King
4502	Wilmee
4503	Yado Karu
4504	Morinphen
4505	Kattapillar
4506	Dragon Seeker
4507	Man-Eater Bug
4508	D. Human
4509	Turtle Raccoon
4510	Fungi of the Musk
4511	Prisman
4512	Gale Dogra
4513	Crazy Fish
4514	Cyber Saurus
4515	Bracchio-raidus
4516	Laughing Flower
4517	Bean Soldier
4518	Cannon Soldier
4519	Guardian of the Throne Room
4520	Brave Scizzar
4521	The Statue of Easter Island
4522	Muka Muka
4523	Sand Stone
4524	Boulder Tortoise
4525	Fire Kraken
4526	Turtle Bird
4527	Skullbird
4528	Monstrous Bird
4529	The Bistro Butcher
4530	Star Boy
4531	Spirit of the Mountain
4532	Neck Hunter
4533	Milus Radiant
4534	Togex
4535	Flame Cerebrus
4536	Eldeen
4537	Mystical Sand
4538	Gemini Elf
4539	Kwagar Hercules
4540	Minar
4541	Kamakiriman
4542	Mechaleon
4543	Mega Thunderball
4544	Niwatori
4545	Corroding Shark
4546	Skelengel
4547	Hane-Hane
4548	Misairuzame
4549	Tongyo
4550	Dharma Cannon
4551	Skelgon
4552	Wow Warrior
4553	Griggle
4554	Bone Mouse
4555	Frog the Jam
4556	Behegon
4557	Dark Elf
4558	Winged Dragon, Guardian of the Fortress #2
4559	Mushroom Man #2
4560	Lava Battleguard
4561	Tyhone #2
4562	The Wandering Doomed
4563	Steel Ogre Grotto #1
4564	Pot the Trick
4565	Oscillo Hero
4566	Invader from Another Dimension
4567	Lesser Dragon
4568	Needle Worm
4569	Wretched Ghost of the Attic
4570	Great Mammoth of Goldfine
4571	Man-eating Black Shark
4572	Yormungarde
4573	Darkworld Thorns
4574	Anthrosaurus
4575	Drooling Lizard
4576	Trakodon
4577	B. Dragon Jungle King
4578	Empress Judge
4579	Little D
4580	Witch of the Black Forest
4581	Ancient One of the Deep Forest
4582	Giant Scorpion of the Tundra
4583	Crow Goblin
4584	Leo Wizard
4585	Abyss Flower
4586	Patrol Robo
4587	Takuhee
4588	Dark Witch
4589	Weather Report
4590	Binding Chain
4591	Mechanical Snail
4592	Greenkappa
4593	Mon Larvas
4594	Living Vase
4595	Tentacle Plant
4596	Beaked Snake
4597	Morphing Jar
4598	Muse-A
4599	Giant Turtle Who Feeds on Flames
4600	Rose Spectre of Dunn
4601	Fiend Reflection #1
4602	Ghoul with an Appetite
4603	Pale Beast
4604	Little Chimera
4605	Violent Rain
4606	Key Mace #2
4607	Tenderness
4608	Penguin Soldier
4609	Fairy Dragon
4610	Obese Marmot of Nefariousness
4611	Liquid Beast
4612	Twin Long Rods #2
4613	Great Bill
4614	Shining Friendship
4615	Bladefly
4616	Electric Lizard
4617	Hiro's Shadow Scout
4618	Lady of Faith
4619	Twin-Headed Thunder Dragon
4620	Hunter Spider
4621	Armored Starfish
4622	Hourglass of Courage
4623	Marine Beast
4624	Warrior of Tradition
4625	Rock Spirit
4626	Snakeyashi
4627	Succubus Knight
4628	Ill Witch
4629	The Thing That Hides in the Mud
4630	High Tide Gyojin
4631	Fairy of the Fountain
4632	Amazon of the Seas
4633	Nekogal #2
4634	Witch's Apprentice
4635	Armored Rat
4636	Ancient Lizard Warrior
4637	Maiden of the Moonlight
4638	Stone Ogre Grotto
4639	Winged Egg of New Life
4640	Night Lizard
4641	Queen's Double
4642	Blue-Winged Crown
4643	Trent
4644	Queen of Autumn Leaves
4645	Amphibious Bugroth
4646	Acid Crawler
4647	Invader of the Throne
4648	Mystical Sheep #1
4649	Disk Magician
4650	Flame Viper
4651	Royal Guard
4652	Gruesome Goo
4653	Hyosube
4654	Machine Attacker
4655	Hibikime
4656	Whiptail Crow
4657	Kunai with Chain
4658	Magical Labyrinth
4659	Warrior Elimination
4660	Salamandra
4662	Eternal Rest
4663	Megamorph
4664	Metalmorph
4665	Winged Trumpeter
4666	Acid Rain
4667	Crush Card Virus
4668	Eradicating Aerosol
4669	Breath of Light
4670	Eternal Drought
Unknown	Yamadron Ritual
Unknown	Gate Guardian Ritual
4674	Shine Palace
4675	Shadow Spell
4676	Black Luster Ritual
4677	Zera Ritual
4678	Harpie's Feather Duster
4679	War-Lion Ritual
4680	Beastly Mirror Ritual
4682	Commencement Dance
4683	Hamburger Recipe
4685	Novox's Prayer
4687	House of Adhesive Tape
4688	Eatgaboon
4689	Bear Trap
4690	Invisible Wire
4691	Acid Trap Hole
4692	Widespread Ruin
4693	Goblin Fan
4694	Bad Reaction to Simochi
4695	Reverse Trap
4696	Fake Trap
4697	Revived Serpent Night Dragon
4698	Turtle Oath
4700	Resurrection of Chakra
4702	Javelin Beetle Pact
4703	Garma Sword Oath
4705	Revival of Dokurorider
4706	Fortress Whale's Oath
4707	Performance of Sword
4708	Hungry Burger
4709	Sengenjin
4710	Skull Guardian
4711	Tri-Horned Dragon
4712	Serpent Night Dragon
4713	Skull Knight
4714	Cosmo Queen
4715	Chakra
4716	Crab Turtle
4717	Mikazukinoyaiba
4718	Meteor Dragon
4719	Meteor B. Dragon
4720	Firewing Pegasus
4722	Garma Sword
4723	Javelin Beetle
4724	Fortress Whale
4725	Dokurorider
4727	Black Magic Ritual
4728	Magician of Black Chaos
4729	Slot Machine
4731	Red Archery Girl
4732	Ryu-Ran
4733	Manga Ryu-Ran
4734	Toon Mermaid
4735	Toon Summoned Skull
4736	Dark-Eyes Illusionist
4737	Relinquished
4738	Jigen Bakudan
4739	Thousand-Eyes Idol
4740	Thousand-Eyes Restrict
4741	Steel Ogre Grotto #2
4742	Blast Sphere
4743	Hyozanryu
4744	Alpha The Magnet Warrior
4745	Legion the Fiend Jester
4746	Invitation to a Dark Sleep
4747	Lord of D.
4748	Red-Eyes Black Metal Dragon
4749	Barrel Dragon
4750	Hannibal Necromancer
4751	Panther Warrior
4752	Three-Headed Geedo
4753	Gazelle the King of Mythical Beasts
4754	Stone Statue of the Aztecs
4755	Berfomet
4756	Chimera the Flying Mythical Beast
4757	Gear Golem the Moving Fortress
4758	Jinzo
4759	Swordsman of Landstar
4760	Cyber Raider
4761	The Fiend Megacyber
4762	Reflect Bounder
4763	Beta The Magnet Warrior
4764	Big Shield Gardna
4766	Dark Magician Girl
4767	Alligator's Sword
4768	Insect Queen
4769	Parasite Paracide
4770	Skull-Mark Ladybug
4771	Little-Winguard
4772	Pinch Hopper
4773	Blue-Eyes Toon Dragon
4774	Sword Hunter
4775	Drill Bug
4776	Deepsea Warrior
4777	Bite Shoes
4778	Spikebot
4780	Satellite Cannon
4785	The Last Warrior from Another Planet
4786	Dunames Dark Witch
4787	Garnecia Elefantis
4788	Total Defense Shogun
4789	Beast of Talwar
4790	Cyber-Tech Alligator
4792	Gamma The Magnet Warrior
4794	Time Machine
4795	Copycat
4798	Toon World
4799	Gorgon's Eye
4800	Mimicat
4802	Black Illusion Ritual
4803	Brain Control
4804	Negate Attack
4805	Multiply
4806	7 Completed
4808	Lightforce Sword
4810	The Flute of Summoning Dragon
4811	Shield & Sword
4812	Graceful Charity
4813	Chain Destruction
4814	Mesmeric Control
4815	Graceful Dice
4816	Skull Dice
4817	Mind Control
4818	Scapegoat
4819	Amplifier
4820	Roulette Spider
4821	Card Destruction
4822	Dark Renewal
4823	Tragedy
4826	Mystical Refpanel
4828	Ectoplasmer
4830	Dark Magic Curtain
4831	Anti-Magic Arrows
4832	Insect Barrier
4834	Magical Arm Shield
4835	Fissure
4836	Trap Hole
4837	Polymerization
4838	Remove Trap
4839	Two-Pronged Attack
4840	Blue Medicine
4841	Raimei
4842	Monster Reborn
4843	De-Spell
4844	Pot of Greed
4845	Gravedigger Ghoul
4846	Burning Spear
4847	Gust Fan
4848	The Inexperienced Spy
4849	Reinforcements
4850	Castle Walls
4851	Ultimate Offering
4852	Ancient Telescope
4853	White Hole
4854	Call of the Grave
4855	Anti Raigeki
4856	Tribute to The Doomed
4857	Soul Release
4858	The Cheerful Coffin
4859	Call of Darkness
4860	Change of Heart
4861	Solemn Judgment
4862	Magic Jammer
4863	Seven Tools of the Bandit
4864	Horn of Heaven
4865	Just Desserts
4866	Royal Decree
4868	Last Day of Witch
4869	Exile of the Wicked
4870	Magical Thorn
4871	Restructer Revolution
4872	Fusion Sage
4873	Sword of Deep-Seated
4874	Block Attack
4875	The Unhappy Maiden
4876	Robbin' Goblin
4877	Germ Infection
4878	Paralyzing Potion
4879	The Stern Mystic
4880	Wall of Illusion
4881	Neo the Magic Swordsman
4882	Baron of the Fiend Sword
4883	Man-Eating Treasure Chest
4884	Sorcerer of the Doomed
4885	Last Will
4886	Waboku
4887	Mirror Force
4888	Ring of Magnetism
4889	Share the Pain
4890	Stim-Pack
4891	Heavy Storm
4892	Gryphon Wing
4893	Gravekeeper's Servant
4894	Curse of Fiend
4895	Upstart Goblin
4896	Toll
4897	Final Destiny
4898	Snatch Steal
4899	Chorus of Sanctuary
4900	Confiscation
4901	Delinquent Duo
4902	Darkness Approaches
4903	Fairy's Hand Mirror
4904	Tailor of the Fickle
4905	Rush Recklessly
4906	The Reliable Guardian
4907	The Forceful Sentry
4908	Chain Energy
4909	Mystical Space Typhoon
4910	Giant Trunade
4911	Painful Choice
4912	Snake Fang
4913	Cyber Jar
4914	Banisher of the Light
4915	Giant Rat
4916	Senju of the Thousand Hands
4917	UFO Turtle
4918	Flash Assailant
4919	Karate Man
4920	Dark Zebra
4921	Giant Germ
4922	Nimble Momonga
4923	Spear Cretin
4924	Shining Angel
4925	Boar Soldier
4926	Mother Grizzly
4927	Flying Kamakiri #1
4928	Ceremonial Bell
4929	Sonic Bird
4930	Mystic Tomato
4931	Kotodama
4932	Gaia Power
4933	Umiiruka
4934	Molten Destruction
4935	Rising Air Current
4936	Luminous Spark
4937	Mystic Plasma Zone
4938	Messenger of Peace
4939	Michizure
4940	Gust
4941	Driving Snow
4942	Armored Glass
4943	World Suppression
4944	Mystic Probe
4945	Metal Detector
4946	Numinous Healer
4947	Appropriate
4948	Forced Requisition
4949	Minor Goblin Official
4950	Gamble
4951	DNA Surgery
4952	The Regulation of Tribe
4953	Backup Soldier
4954	Attack and Receive
4955	Major Riot
4956	Ceasefire
4957	Light of Intervention
4958	Respect Play
4960	Imperial Order
4961	Skull Invitation
4962	Magical Hats
4963	Nobleman of Crossout
4964	Nobleman of Extermination
4965	The Shallow Grave
4966	Premature Burial
4967	Inspection
4968	Prohibition
4969	Morphing Jar #2
4970	Bubonic Vermin
4971	Flame Champion
4972	Twin-Headed Fire Dragon
4973	Darkfire Soldier #1
4974	Mr. Volcano
4975	Darkfire Soldier #2
4976	Kiseitai
4977	Cyber Falcon
4978	Dark Bat
4979	Flying Kamakiri #2
4980	Sky Scout
4981	Oni Tank T-34
4982	Overdrive
4983	Buster Blader
4984	Time Seal
4985	Graverobber
4986	Gift of The Mystical Elf
4987	The Eye of Truth
4988	Dust Tornado
4989	Call of the Haunted
4990	Solomon's Lawbook
4991	Earthshaker
4992	Enchanted Javelin
4993	Mirror Wall
4998	Obelisk the Tormentor
4999	Slifer the Sky Dragon
5000	The Winged Dragon of Ra
5001	Windstorm of Etaqua
5002	Valkyrion the Magna Warrior
5003	Alligator's Sword Dragon
5004	Vorse Raider
5005	Ring of Destruction
5006	Aqua Chorus
5007	Sebek's Blessing
5008	Anti-Spell Fragrance
5009	Riryoku
5010	Sword of Dragon's Soul
5011	Seal of the Ancients
5015	Luminous Soldier
5016	King Tiger Wanghu
5017	Command Knight
5018	Wolf Axwielder
5019	The Illusory Gentleman
5020	Patrician of Darkness
5021	Birdface
5022	Kryuel
5023	Airknight Parshath
5024	Fairy King Truesdale
5025	Serpentine Princess
5026	Maiden of the Aqua
5027	Robotic Knight
5028	Thunder Nyan Nyan
5029	Molten Behemoth
5030	Twin-Headed Behemoth
5031	Injection Fairy Lily
5032	Woodland Sprite
5033	Arsenal Bug
5034	Kinetic Soldier
5035	Jowls of Dark Demise
5036	Souleater
5037	Slate Warrior
5038	Shapesnatch
5040	Electromagnetic Bagworm
5041	Timeater
5042	Mucus Yolk
5043	Servant of Catabolism
5044	Rigorous Reaver
5045	Moisture Creature
5046	Boneheimer
5048	Flame Dancer
5053	Sonic Jammer
5059	Gearfried the Iron Knight
5060	Humanoid Slime
5061	Worm Drake
5062	Humanoid Worm Drake
5063	Revival Jam
5065	Flying Fish
5066	Amphibian Beast
5067	Rocket Warrior
5069	The Legendary Fisherman
5072	Robolady
5073	Roboyarou
5079	Lightning Conger
5086	Spherous Lady
5090	Shining Abyss
5091	Archfiend of Gilfer
5092	Gadget Soldier
5093	Grand Tiki Elder
5094	The Masked Beast
5095	Melchid the Four-Face Beast
5096	Nuvia the Wicked
5097	Masked Beast Des Gardius
5098	The Mask of Remnants
5099	Soul Exchange
5101	Chosen One
5102	Mask of Weakness
5103	Curse of the Masked Beast
5104	Mask of Dispel
5106	Mask of Restrict
5107	Mask of the Accursed
5108	Mask of Brutality
5109	Return of the Doomed
5110	Lightning Blade
5111	Tornado Wall
5112	Infinite Dismissal
5113	Fairy Box
5114	Torrential Tribute
5116	Multiplication of Ants
5118	De-Fusion
5119	Jam Breeding Machine
5120	Nightmare's Steelcage
5121	Infinite Cards
5122	Jam Defender
5123	Card of Safe Return
5124	Magic Cylinder
5125	Solemn Wishes
5126	Burning Land
5127	Cold Wave
5128	Fairy Meteor Crush
5129	Limiter Removal
5130	Shift
5131	Insect Imitation
5132	Dimensionhole
5133	Magic Drain
5134	Gravity Bind
5135	Shadow of Eyes
5136	Girochin Kuwagata
5137	Hayabusa Knight
5138	Bombardment Beetle
5139	4-Starred Ladybug of Doom
5140	Gradius
5141	Vampire Baby
5142	Mad Sword Beast
5143	Skull Mariner
5144	The All-Seeing White Tiger
5145	Goblin Attack Force
5146	Island Turtle
5147	Wingweaver
5148	Science Soldier
5149	Souls of the Forgotten
5150	Dokuroyaiba
5151	Rain of Mercy
5152	Monster Recovery
5153	Type Zero Magic Crusher
5161	Yellow Luster Shield
5162	Creature Swap
5164	Spring of Rebirth
5166	Thousand Knives
5168	Mystic Box
5170	Ground Collapse
5193	Lady Panther
5194	The Unfriendly Amazon
5195	Amazoness Archer
5196	Crimson Sentry
5197	Fire Princess
5198	Lady Assailant of Flames
5199	Fire Sorcerer
